Experiment,Family,Mean_KS,95% CI Low,95% CI High,Mean p-value,Median p-value
ha_based,PF21222,1.0,1.0,1.0,1.0,1.0
ha_based,PF01712,0.9936666666666667,0.8333333333333334,1.0,0.0038701298701298704,0.0021645021645021645
ha_based,PF00089,0.8250368815592203,0.7860232383808097,0.8586206896551725,0.0,0.0
ha_based,PF09791,1.0,1.0,1.0,1.0,1.0
ha_based,PF21326,0.992,1.0,1.0,0.11200000000000003,0.09999999999999999
ha_based,PF11969,0.5423333333333333,0.3333333333333333,1.0,0.7443999999999998,0.6
ha_based,PF18139,0.9972142857142858,0.9642857142857143,1.0,9.709112824176317e-15,2.6148266473233464e-16
ha_based,PF01167,0.6719999999999999,0.6,0.9,0.033687230725930405,0.05244755244755244
ha_based,PF04847,0.9993333333333333,1.0,1.0,0.10100000000000002,0.09999999999999999
ha_based,PF00082,0.7341636363636364,0.545,0.8909090909090909,2.794094633317437e-06,3.729172008282342e-15
ha_based,PF16186,0.9996,1.0,1.0,1.5136910388974757e-08,1.2893450075787698e-08
ha_based,PF01246,1.0,1.0,1.0,1.0,1.0
ha_based,PF00276,1.0,1.0,1.0,1.0,1.0
ha_based,PF05217,1.0,1.0,1.0,1.0,1.0
ha_based,PF09770,1.0,1.0,1.0,1.0,1.0
ha_based,PF14670,0.3678181818181818,0.23529411764705882,0.49202317290552583,4.590634738045007e-07,2.314988664924159e-34
ha_based,PF06327,0.9983333333333334,0.9983333333333334,1.0,2.2241201380733784e-08,1.2893450075787698e-08
ha_based,PF13901,0.7756666666666666,0.3333333333333333,1.0,0.13747835497835495,0.025974025974025972
ha_based,PF13871,1.0,1.0,1.0,1.0,1.0
ha_based,PF03522,0.9988928571428571,0.9642857142857143,1.0,7.912203952135713e-15,2.6148266473233464e-16
ha_based,PF09848,1.0,1.0,1.0,0.10000000000000002,0.09999999999999999
ha_based,PF20470,1.0,1.0,1.0,1.0,1.0
ha_based,PF15223,1.0,1.0,1.0,1.0,1.0
ha_based,PF05210,0.8288571428571428,0.6190476190476191,1.0,9.381684191901035e-05,4.265613396531809e-08
ha_based,PF00758,1.0,1.0,1.0,1.0,1.0
ha_based,PF02377,0.9988333333333334,1.0,1.0,0.0023311688311688315,0.0021645021645021645
ha_based,PF10630,0.9716,0.8,1.0,0.0006637944099244407,1.0825088224469026e-05
ha_based,PF07884,1.0,1.0,1.0,1.0,1.0
ha_based,PF16512,1.0,1.0,1.0,1.0,1.0
ha_based,PF16046,1.0,1.0,1.0,1.0,1.0
ha_based,PF13920,0.2648591800356506,0.1140374331550802,0.41532976827094475,0.0016749287201951507,1.1364614912979865e-17
ha_based,PF21008,0.989,0.6666666666666666,1.0,0.11650000000000003,0.09999999999999999
ha_based,PF03034,1.0,1.0,1.0,1.0,1.0
ha_based,PF14796,1.0,1.0,1.0,1.0,1.0
ha_based,PF01283,1.0,1.0,1.0,1.0,1.0
ha_based,PF05731,1.0,1.0,1.0,1.0,1.0
ha_based,PF06047,1.0,1.0,1.0,1.0,1.0
ha_based,PF01284,0.8628181818181817,0.8063241106719368,0.9051383399209486,1.4810844085554554e-68,2.5624903745918416e-98
ha_based,PF07693,1.0,1.0,1.0,1.0,1.0
ha_based,PF00554,0.8646444444444447,0.7555555555555555,0.9777777777777777,1.9808666672539743e-11,1.1993260013183772e-17
ha_based,PF03957,0.9993333333333333,1.0,1.0,0.10100000000000002,0.09999999999999999
ha_based,PF00305,0.9858666666666667,0.8666666666666667,1.0,1.0146113733638856e-06,1.2893450075787698e-08
ha_based,PF16614,1.0,1.0,1.0,1.0,1.0
ha_based,PF04142,0.9288000000000001,0.7,1.0,0.0012765268786940611,1.0825088224469026e-05
ha_based,PF21376,0.9686666666666668,0.6666666666666666,1.0,0.012935064935064935,0.0021645021645021645
ha_based,PF02996,0.48883333333333334,0.3333333333333333,0.5,0.5044891774891773,0.474025974025974
ha_based,PF00250,0.8066070588235295,0.7419019607843137,0.8572941176470589,5.978437803196672e-272,0.0
ha_based,PF03298,1.0,1.0,1.0,1.0,1.0
ha_based,PF01562,0.5075587121212122,0.4318181818181818,0.5682291666666667,1.7850369311619858e-37,6.050343975896695e-63
ha_based,PF01044,0.9979,1.0,1.0,1.5144298426032168e-05,1.0825088224469026e-05
ha_based,PF01094,0.36243093093093093,0.2627627627627628,0.44598348348348343,2.5400381413474653e-17,3.894595795065949e-40
ha_based,PF01500,0.9748444444444445,0.8888888888888888,1.0,2.4226681398024273e-16,1.7336460615879513e-24
ha_based,PF02779,0.9174285714285714,0.75,1.0,1.7284798081671127e-06,4.0268330368779533e-13
ha_based,PF19179,1.0,1.0,1.0,1.0,1.0
ha_based,PF20412,0.9946666666666667,1.0,1.0,0.10800000000000003,0.09999999999999999
ha_based,PF02518,0.6891,0.4,1.0,0.09658430578709215,0.012340600575894691
ha_based,PF02515,1.0,1.0,1.0,1.0,1.0
ha_based,PF15194,1.0,1.0,1.0,1.0,1.0
ha_based,PF16908,1.0,1.0,1.0,1.0,1.0
ha_based,PF21410,1.0,1.0,1.0,1.0,1.0
ha_based,PF05147,0.6076666666666667,0.3333333333333333,1.0,0.6594999999999999,0.6
ha_based,PF15670,1.0,1.0,1.0,1.0,1.0
ha_based,PF04997,0.9436666666666667,0.6666666666666666,1.0,0.183,0.09999999999999999
ha_based,PF03271,1.0,1.0,1.0,0.10000000000000002,0.09999999999999999
ha_based,PF01602,0.5857362637362638,0.43956043956043955,0.7472527472527473,4.965813825559337e-09,1.2593542589597332e-14
ha_based,PF16870,0.9983333333333333,1.0,1.0,0.10250000000000002,0.09999999999999999
ha_based,PF12777,1.0,1.0,1.0,1.0,1.0
ha_based,PF14977,0.7053333333333333,0.3333333333333333,1.0,0.5246999999999998,0.6
ha_based,PF00011,0.7276888888888888,0.4888888888888889,0.9333333333333333,1.545235684568498e-05,5.276016068996103e-12
ha_based,PF03645,0.9354666666666667,0.7333333333333333,1.0,3.599175644375955e-05,3.8680350227363097e-07
ha_based,PF15619,1.0,1.0,1.0,1.0,1.0
ha_based,PF09268,1.0,1.0,1.0,1.0,1.0
ha_based,PF04714,0.9156666666666666,0.6583333333333338,1.0,0.22400000000000003,0.09999999999999999
ha_based,PF08726,0.9504666666666667,0.7333333333333333,1.0,5.178529156474395e-05,1.2893450075787698e-08
ha_based,PF05743,1.0,1.0,1.0,1.0,1.0
ha_based,PF17771,0.9822748538011694,0.9532163742690059,1.0,7.00771324495456e-83,3.421921859651269e-95
ha_based,PF15069,1.0,1.0,1.0,1.0,1.0
ha_based,PF00702,0.5695291005291004,0.42328042328042326,0.690542328042328,6.593306600384873e-23,6.839057803681807e-58
ha_based,PF09457,0.3328666666666667,0.13333333333333333,0.6,0.47947515411540875,0.3855465198257425
ha_based,PF17830,0.9953333333333334,1.0,1.0,0.10700000000000003,0.09999999999999999
ha_based,PF03446,0.7873333333333332,0.3333333333333333,1.0,0.4095999999999999,0.6
ha_based,PF10515,1.0,1.0,1.0,1.0,1.0
ha_based,PF06466,1.0,1.0,1.0,1.0,1.0
ha_based,PF15317,0.9976666666666667,1.0,1.0,0.10350000000000002,0.09999999999999999
ha_based,PF08763,0.9798571428571429,0.8571428571428571,1.0,1.964946636591931e-09,3.715691111961505e-12
ha_based,PF00907,0.8338916666666667,0.7416666666666667,0.8835416666666664,6.879618945354313e-28,1.4576768380990591e-43
ha_based,PF16495,1.0,1.0,1.0,1.0,1.0
ha_based,PF13882,0.9993333333333334,1.0,1.0,0.0022597402597402593,0.0021645021645021645
ha_based,PF16188,1.0,1.0,1.0,1.0,1.0
ha_based,PF12925,1.0,1.0,1.0,1.0,1.0
ha_based,PF09325,0.9908333333333332,0.8333333333333334,1.0,0.004246753246753247,0.0021645021645021645
ha_based,PF05760,0.9663333333333334,0.6666666666666666,1.0,0.15020000000000006,0.09999999999999999
ha_based,PF18400,1.0,1.0,1.0,1.0,1.0
ha_based,PF14753,1.0,1.0,1.0,1.0,1.0
ha_based,PF13091,0.7666666666666666,0.3333333333333333,1.0,0.4351999999999999,0.6
ha_based,PF07856,0.9986666666666666,1.0,1.0,0.10200000000000004,0.09999999999999999
ha_based,PF20433,0.9986666666666667,1.0,1.0,0.10200000000000004,0.09999999999999999
ha_based,PF19039,0.9993333333333333,1.0,1.0,0.10100000000000003,0.09999999999999999
ha_based,PF12430,1.0,1.0,1.0,1.0,1.0
ha_based,PF12717,1.0,1.0,1.0,1.0,1.0
ha_based,PF06916,1.0,1.0,1.0,1.0,1.0
ha_based,PF12352,0.9938333333333333,0.8333333333333334,1.0,0.0031385281385281393,0.0021645021645021645
ha_based,PF00030,0.9947238095238096,0.9714285714285714,1.0,1.5056716076359284e-52,2.2101284108466666e-62
ha_based,PF03066,0.9983333333333334,1.0,1.0,0.10250000000000002,0.09999999999999999
ha_based,PF06668,0.9984000000000001,1.0,1.0,2.1867291328535936e-08,1.2893450075787698e-08
ha_based,PF00569,0.3068083333333333,0.13312500000000002,0.5,0.0242427423973655,1.9338863909332523e-05
ha_based,PF02180,0.9983333333333333,1.0,1.0,0.10250000000000001,0.09999999999999999
ha_based,PF05672,0.9931666666666668,0.8333333333333334,1.0,0.0031406926406926414,0.0021645021645021645
ha_based,PF01079,0.9993333333333333,1.0,1.0,0.10100000000000002,0.09999999999999999
ha_based,PF06979,0.7026666666666667,0.3333333333333333,1.0,0.5274999999999999,0.6
ha_based,PF02198,0.980090909090909,0.9090909090909091,1.0,1.4170867246761135e-16,2.232885524245301e-30
ha_based,PF21319,0.5334,0.3,0.8024999999999978,0.21073241464417936,0.16782134274394334
ha_based,PF13088,0.7988333333333334,0.5,1.0,0.11563636363636363,0.025974025974025972
ha_based,PF01477,0.2117105263157895,0.1631578947368421,0.35789473684210527,0.0029916056991954572,0.002131203577429627
ha_based,PF04777,0.5353333333333332,0.3333333333333333,1.0,0.7548999999999999,0.6
ha_based,PF08512,1.0,1.0,1.0,1.0,1.0
ha_based,PF17171,0.9983333333333334,1.0,1.0,0.002402597402597403,0.0021645021645021645
ha_based,PF14820,0.9993333333333334,1.0,1.0,1.663255059776613e-08,1.2893450075787698e-08
ha_based,PF17054,1.0,1.0,1.0,1.0,1.0
ha_based,PF12698,0.9940727272727273,0.9636363636363636,1.0,4.400375714123867e-26,2.0298959311320919e-32
ha_based,PF07699,0.44412087912087916,0.4065934065934066,0.4835164835164835,6.41550956429802e-08,2.7821136045384295e-08
ha_based,PF00328,0.72625,0.4642857142857143,0.8928571428571429,0.0009777187250973615,6.064237974979474e-08
ha_based,PF14444,0.7963333333333332,0.3333333333333333,1.0,0.3928999999999999,0.09999999999999999
ha_based,PF07888,1.0,1.0,1.0,1.0,1.0
ha_based,PF01733,0.6373333333333333,0.3333333333333333,0.6666666666666666,0.20616450216450216,0.14285714285714285
ha_based,PF14161,0.9985,1.0,1.0,0.002779220779220779,0.0021645021645021645
ha_based,PF04499,0.999,1.0,1.0,0.10150000000000002,0.09999999999999999
ha_based,PF06762,1.0,1.0,1.0,1.0,1.0
ha_based,PF17902,0.9973333333333333,1.0,1.0,0.10390000000000002,0.09999999999999999
ha_based,PF16207,0.9933571428571429,0.9285714285714286,1.0,1.442845655033139e-13,2.6148266473233464e-16
ha_based,PF08393,1.0,1.0,1.0,1.0,1.0
ha_based,PF07716,0.8116363636363636,0.6666666666666666,0.9090909090909091,7.458476482934562e-11,1.8494711597230145e-22
ha_based,PF05915,1.0,1.0,1.0,1.0,1.0
ha_based,PF06467,0.49026666666666663,0.3333333333333333,0.5333333333333333,0.08055279364961485,0.026248485664288602
ha_based,PF02372,1.0,1.0,1.0,1.0,1.0
ha_based,PF09162,0.5633333333333332,0.3333333333333333,0.8333333333333334,0.399025974025974,0.474025974025974
ha_based,PF06017,0.9989523809523809,1.0,1.0,4.926263276238561e-11,3.715691111961505e-12
ha_based,PF06602,0.6054395604395604,0.4175824175824176,0.8021978021978022,9.892322068370667e-06,8.363968295216745e-16
ha_based,PF02946,0.6459999999999999,0.3333333333333333,0.6666666666666666,0.18718614718614715,0.14285714285714285
ha_based,PF00013,0.38206595365418894,0.32254901960784316,0.4474153297682709,1.1335698788107932e-22,4.157250407595377e-37
ha_based,PF19046,0.8266176470588235,0.7352941176470589,0.8897058823529411,9.699275585446954e-26,8.009846231726709e-48
ha_based,PF02230,0.9996666666666667,1.0,1.0,0.10050000000000002,0.09999999999999999
ha_based,PF02536,0.988,0.8333333333333334,1.0,0.004558441558441559,0.0021645021645021645
ha_based,PF02817,0.996,1.0,1.0,0.10600000000000001,0.09999999999999999
ha_based,PF00125,0.8767111111111111,0.8312878787878788,0.9161868686868687,1.9516466296458087e-308,0.0
ha_based,PF14049,1.0,1.0,1.0,1.0,1.0
ha_based,PF19028,0.7921333333333334,0.4666666666666667,1.0,0.00853923607081908,5.2347407307698066e-05
ha_based,PF17284,1.0,1.0,1.0,1.0,1.0
ha_based,PF15423,1.0,1.0,1.0,1.0,1.0
ha_based,PF00123,0.9685333333333335,0.8,1.0,1.4775842213052403e-05,1.2893450075787698e-08
ha_based,PF02709,0.9990476190476191,1.0,1.0,4.8957946091204774e-11,3.715691111961505e-12
ha_based,PF09380,0.5382676923076922,0.38461538461538464,0.676923076923077,4.7186528172496225e-12,4.753778327151454e-44
ha_based,PF00666,1.0,1.0,1.0,1.0,1.0
ha_based,PF12265,0.9993333333333333,1.0,1.0,0.10100000000000002,0.09999999999999999
ha_based,PF06747,0.9549523809523811,0.8095238095238095,1.0,4.3640769815841206e-08,1.5605902670238322e-10
ha_based,PF11540,1.0,1.0,1.0,1.0,1.0
ha_based,PF16005,0.8085,0.5,1.0,0.014456786247807918,0.002056766762649115
ha_based,PF12144,1.0,1.0,1.0,1.0,1.0
ha_based,PF01202,1.0,1.0,1.0,1.0,1.0
ha_based,PF00333,1.0,1.0,1.0,1.0,1.0
ha_based,PF18102,0.7846000000000001,0.4,1.0,0.04437106237415834,0.002056766762649115
ha_based,PF16562,1.0,1.0,1.0,1.0,1.0
ha_based,PF17849,0.9853333333333333,0.6666666666666666,1.0,0.12200000000000003,0.09999999999999999
ha_based,PF01068,0.9873333333333333,0.6666666666666666,1.0,0.11890000000000002,0.09999999999999999
ha_based,PF06522,1.0,1.0,1.0,1.0,1.0
ha_based,PF01122,0.5326666666666666,0.3333333333333333,0.6749999999999924,0.7583,0.6
ha_based,PF04137,1.0,1.0,1.0,1.0,1.0
ha_based,PF18020,0.9996,1.0,1.0,1.5136910388974757e-08,1.2893450075787698e-08
ha_based,PF16557,1.0,1.0,1.0,1.0,1.0
ha_based,PF00849,0.5915,0.3333333333333333,0.8333333333333334,0.33665151515151515,0.14285714285714285
ha_based,PF00383,0.42816666666666664,0.16666666666666666,0.8333333333333334,0.6653874458874459,0.9307359307359307
ha_based,PF16559,1.0,1.0,1.0,1.0,1.0
ha_based,PF01031,0.9234000000000001,0.6666666666666666,1.0,0.0004937839516774121,3.8680350227363097e-07
ha_based,PF01392,0.49608095238095234,0.30952380952380953,0.6476190476190476,2.770471475093067e-08,3.1826392486870528e-24
ha_based,PF00694,1.0,1.0,1.0,0.10000000000000002,0.09999999999999999
ha_based,PF10595,1.0,1.0,1.0,1.0,1.0
ha_based,PF08539,1.0,1.0,1.0,1.0,1.0
ha_based,PF21002,0.994,1.0,1.0,0.10900000000000001,0.09999999999999999
ha_based,PF03441,1.0,1.0,1.0,1.0,1.0
ha_based,PF01608,0.9378333333333334,0.6666666666666666,1.0,0.026054112554112552,0.0021645021645021645
ha_based,PF05577,0.994,1.0,1.0,0.10900000000000003,0.09999999999999999
ha_based,PF17207,0.74825,0.6071428571428571,0.7857142857142857,4.645003843414424e-06,6.064237974979474e-08
ha_based,PF16616,1.0,1.0,1.0,1.0,1.0
ha_based,PF08613,1.0,1.0,1.0,1.0,1.0
ha_based,PF10271,1.0,1.0,1.0,1.0,1.0
ha_based,PF01571,0.8758333333333334,0.5,1.0,0.05119047619047619,0.025974025974025972
ha_based,PF12037,1.0,1.0,1.0,0.10000000000000002,0.09999999999999999
ha_based,PF02630,1.0,1.0,1.0,1.0,1.0
ha_based,PF12529,1.0,1.0,1.0,1.0,1.0
ha_based,PF08676,1.0,1.0,1.0,1.0,1.0
ha_based,PF02017,0.7394000000000001,0.5,1.0,0.03186581220636948,0.002056766762649115
ha_based,PF01302,0.5611333333333333,0.37777777777777777,0.7333333333333333,0.0008419584205501578,9.820284399919383e-07
ha_based,PF00261,0.9585,0.6666666666666666,1.0,0.01272943722943723,0.0021645021645021645
ha_based,PF00447,0.8148928571428572,0.6071428571428571,0.9642857142857143,6.552947992373086e-06,9.988156664672076e-10
ha_based,PF16363,0.9901666666666668,0.8333333333333334,1.0,0.0037554112554112557,0.0021645021645021645
ha_based,PF13270,1.0,1.0,1.0,1.0,1.0
ha_based,PF20519,0.8773333333333335,0.6666666666666666,1.0,0.0004367365594808375,5.608650782967649e-06
ha_based,PF05529,1.0,1.0,1.0,1.0,1.0
ha_based,PF12444,0.9996666666666667,1.0,1.0,0.10050000000000002,0.09999999999999999
ha_based,PF08142,1.0,1.0,1.0,1.0,1.0
ha_based,PF14998,0.9906666666666667,0.6666666666666666,1.0,0.11390000000000002,0.09999999999999999
ha_based,PF01403,0.6408873563218391,0.5056896551724138,0.7448850574712643,2.3592602763837495e-48,8.089502113018723e-86
ha_based,PF00271,0.156796336996337,0.11153388278388279,0.210989010989011,4.2170071010686106e-23,4.752585240818708e-58
ha_based,PF01603,0.9995,1.0,1.0,1.1853471605793583e-05,1.0825088224469026e-05
ha_based,PF00007,0.9048589743589744,0.7307692307692307,0.9871794871794872,1.7545203382947707e-16,6.234840915290059e-36
ha_based,PF10269,0.9843333333333333,0.6666666666666666,1.0,0.12350000000000003,0.09999999999999999
ha_based,PF16757,1.0,1.0,1.0,1.0,1.0
ha_based,PF20864,0.6566666666666665,0.3333333333333333,0.6666666666666666,0.6119999999999999,0.6
ha_based,PF16492,0.9991641025641027,0.9961538461538462,1.0,0.0,0.0
ha_based,PF00184,1.0,1.0,1.0,1.0,1.0
ha_based,PF00262,0.9998333333333334,1.0,1.0,0.002188311688311688,0.0021645021645021645
ha_based,PF06472,0.9996666666666667,1.0,1.0,0.002212121212121212,0.0021645021645021645
ha_based,PF11979,1.0,1.0,1.0,1.0,1.0
ha_based,PF04042,0.95,0.6666666666666666,1.0,0.1738,0.09999999999999999
ha_based,PF00106,0.7340021141649049,0.6500528541226216,0.8076638477801268,2.4640028155827078e-151,8.143061951621032e-250
ha_based,PF01026,0.9953333333333334,1.0,1.0,0.10700000000000003,0.09999999999999999
ha_based,PF07524,0.6113333333333333,0.3333333333333333,1.0,0.6500999999999999,0.6
ha_based,PF14484,1.0,1.0,1.0,1.0,1.0
ha_based,PF01111,1.0,1.0,1.0,1.0,1.0
ha_based,PF01370,0.5353333333333333,0.16666666666666666,1.0,0.47296969696969693,0.474025974025974
ha_based,PF00133,0.7025999999999999,0.39833333333333343,0.9349999999999985,0.02719301263970698,0.00035334499932696196
ha_based,PF09066,0.9973333333333333,1.0,1.0,0.10400000000000001,0.09999999999999999
ha_based,PF10277,0.8699333333333334,0.7333333333333333,0.9333333333333333,6.94133196559615e-05,5.608650782967649e-06
ha_based,PF07562,0.5141666666666667,0.47435897435897434,0.5384615384615384,4.021642973907064e-09,1.0468035204358635e-09
ha_based,PF01866,1.0,1.0,1.0,1.0,1.0
ha_based,PF14260,1.0,1.0,1.0,1.0,1.0
ha_based,PF00230,0.9810761904761905,0.9238095238095239,1.0,8.418529918429769e-42,4.641269662778e-60
ha_based,PF01799,1.0,1.0,1.0,1.0,1.0
ha_based,PF14988,0.872,0.3333333333333333,1.0,0.286,0.09999999999999999
ha_based,PF01751,0.5193333333333332,0.3333333333333333,1.0,0.5176948051948053,0.474025974025974
ha_based,PF03462,1.0,1.0,1.0,1.0,1.0
ha_based,PF16644,0.9996666666666666,1.0,1.0,0.10050000000000002,0.09999999999999999
ha_based,PF00266,0.6216666666666666,0.3333333333333333,0.8666666666666667,0.035806501857430416,0.007655808318750842
ha_based,PF12140,0.8103,0.5,1.0,0.017685336335491134,0.002056766762649115
ha_based,PF10431,1.0,1.0,1.0,1.0,1.0
ha_based,PF21363,1.0,1.0,1.0,1.0,1.0
ha_based,PF10524,0.604,0.3333333333333333,1.0,0.32480086580086576,0.14285714285714285
ha_based,PF02463,0.8752000000000002,0.7333333333333333,0.9333333333333333,9.193457966579147e-05,5.608650782967649e-06
ha_based,PF11838,0.9993928571428571,1.0,1.0,5.059689562570675e-16,2.6148266473233464e-16
ha_based,PF03451,0.53,0.4,0.6666666666666666,0.04663030365622143,0.026248485664288602
ha_based,PF11414,0.6703333333333333,0.3333333333333333,1.0,0.24724891774891775,0.14285714285714285
ha_based,PF16885,0.9996666666666666,1.0,1.0,0.10050000000000002,0.09999999999999999
ha_based,PF03250,0.9615714285714286,0.8095238095238095,1.0,1.8193476147819203e-07,3.715691111961505e-12
ha_based,PF18404,1.0,1.0,1.0,1.0,1.0
ha_based,PF01833,0.31441176470588234,0.27450980392156865,0.45751633986928103,5.133901931844592e-06,1.6645904510495543e-06
ha_based,PF03450,1.0,1.0,1.0,1.0,1.0
ha_based,PF00210,0.9892000000000001,0.9,1.0,5.1018640801922516e-05,1.0825088224469026e-05
ha_based,PF02434,0.9991,1.0,1.0,1.2676178310853228e-05,1.0825088224469026e-05
ha_based,PF08033,0.9932000000000001,0.9333333333333333,1.0,6.319595620146582e-07,1.2893450075787698e-08
ha_based,PF00090,0.1612538775510204,0.14528571428571427,0.2163265306122449,1.574579636767268e-12,2.0892297806946249e-13
ha_based,PF01937,1.0,1.0,1.0,1.0,1.0
ha_based,PF12075,0.8578333333333333,0.6666666666666666,1.0,0.0501017316017316,0.025974025974025972
ha_based,PF02176,0.8324000000000003,0.7,1.0,0.0034426919829396597,0.002056766762649115
ha_based,PF06484,0.9996666666666667,1.0,1.0,0.002212121212121212,0.0021645021645021645
ha_based,PF01661,0.56875,0.3333333333333333,0.7777777777777778,0.006554271708452912,5.222243150834323e-06
ha_based,PF13385,0.365,0.2,0.7333333333333333,0.41872449270720674,0.3855465198257425
ha_based,PF06625,1.0,1.0,1.0,1.0,1.0
ha_based,PF06583,1.0,1.0,1.0,1.0,1.0
ha_based,PF02319,0.806909090909091,0.6727272727272727,0.9090909090909091,2.54186649267815e-10,9.51973217627304e-19
ha_based,PF14443,1.0,1.0,1.0,1.0,1.0
ha_based,PF08313,0.9933333333333333,0.8333333333333334,1.0,0.0032099567099567105,0.0021645021645021645
ha_based,PF13912,0.3402717086834734,0.323249299719888,0.3605112044817927,6.106205169512991e-158,2.1592807621708547e-182
ha_based,PF08702,1.0,1.0,1.0,1.0,1.0
ha_based,PF05649,0.9837619047619048,0.9047619047619048,1.0,2.1722064005407e-08,3.715691111961505e-12
ha_based,PF12923,1.0,1.0,1.0,1.0,1.0
ha_based,PF00636,1.0,1.0,1.0,1.0,1.0
ha_based,PF01805,0.5137999999999999,0.2,0.8,0.17305205169603022,0.026248485664288602
ha_based,PF04952,1.0,1.0,1.0,1.0,1.0
ha_based,PF18199,0.48566666666666664,0.3333333333333333,0.6666666666666666,0.8168999999999998,1.0
ha_based,PF00053,0.3611253561253561,0.23924501424501426,0.5014245014245015,2.1587102817943568e-07,1.7467008869509646e-20
ha_based,PF21047,0.9039166666666666,0.75,1.0,5.582106451337821e-09,2.695516830446843e-16
ha_based,PF01179,1.0,1.0,1.0,1.0,1.0
ha_based,PF08952,1.0,1.0,1.0,1.0,1.0
ha_based,PF03921,0.9929,0.9,1.0,4.20446426638377e-05,1.0825088224469026e-05
ha_based,PF00282,0.6358611111111111,0.4166666666666667,0.8333333333333334,0.00048389166617937264,3.204766398817089e-07
ha_based,PF01432,0.9853333333333333,0.6666666666666666,1.0,0.12200000000000003,0.09999999999999999
ha_based,PF00398,0.9983333333333333,1.0,1.0,0.10250000000000002,0.09999999999999999
ha_based,PF16652,0.561,0.3333333333333333,1.0,0.7193999999999998,0.6
ha_based,PF13925,1.0,1.0,1.0,1.0,1.0
ha_based,PF01239,0.9776666666666667,0.6666666666666666,1.0,0.1332,0.09999999999999999
ha_based,PF13865,1.0,1.0,1.0,1.0,1.0
ha_based,PF00288,0.5485999999999999,0.3,0.8,0.16663038818766374,0.05244755244755244
ha_based,PF01857,0.999,1.0,1.0,0.10150000000000002,0.09999999999999999
ha_based,PF04091,1.0,1.0,1.0,1.0,1.0
ha_based,PF00859,0.5968333333333333,0.3333333333333333,1.0,0.33531601731601735,0.14285714285714285
ha_based,PF07686,0.8049643676877458,0.7807306981302962,0.8288482773166586,0.0,0.0
ha_based,PF11851,0.9991666666666668,1.0,1.0,0.002283549783549784,0.0021645021645021645
ha_based,PF05670,1.0,1.0,1.0,1.0,1.0
ha_based,PF21364,0.9996666666666666,1.0,1.0,0.10050000000000002,0.09999999999999999
ha_based,PF00202,0.9599000000000001,0.8,1.0,0.0006708523674467946,1.0825088224469026e-05
ha_based,PF00008,0.3404632469592808,0.23425436277102063,0.4389344262295082,2.3336361676109307e-19,3.376492394223557e-98
ha_based,PF02866,0.8615555555555555,0.7222222222222222,0.9722222222222222,1.1141364532551285e-09,6.323682484228294e-14
ha_based,PF04790,0.9986666666666667,1.0,1.0,0.10200000000000001,0.09999999999999999
ha_based,PF05205,0.995,1.0,1.0,0.10750000000000003,0.09999999999999999
ha_based,PF05510,1.0,1.0,1.0,1.0,1.0
ha_based,PF04983,0.9536666666666667,0.6666666666666666,1.0,0.1688,0.09999999999999999
ha_based,PF15508,1.0,1.0,1.0,1.0,1.0
ha_based,PF02966,1.0,1.0,1.0,1.0,1.0
ha_based,PF15434,1.0,1.0,1.0,1.0,1.0
ha_based,PF00787,0.21052828282828284,0.10603535353535354,0.32429292929292924,3.387941013994239e-05,1.0091459479561407e-19
ha_based,PF20878,1.0,1.0,1.0,0.10000000000000002,0.09999999999999999
ha_based,PF11904,0.9423333333333334,0.6666666666666666,1.0,0.020681818181818183,0.0021645021645021645
ha_based,PF02906,1.0,1.0,1.0,1.0,1.0
ha_based,PF14818,0.8736666666666665,0.3333333333333333,1.0,0.2844,0.09999999999999999
ha_based,PF21634,1.0,1.0,1.0,1.0,1.0
ha_based,PF03798,0.3666571428571429,0.24761904761904763,0.45714285714285713,0.0004123121199881673,7.74122975982983e-07
ha_based,PF00009,0.384121052631579,0.26302631578947366,0.49473684210526314,5.393183028288344e-06,6.853422425176975e-13
ha_based,PF08022,0.3672857142857142,0.3333333333333333,0.5238095238095238,0.14631142030098193,0.1963120402389556
ha_based,PF12284,0.9988333333333334,1.0,1.0,0.0023311688311688315,0.0021645021645021645
ha_based,PF03607,0.49,0.2857142857142857,0.7142857142857143,0.028933595847381723,0.0015178367819511198
ha_based,PF16629,1.0,1.0,1.0,1.0,1.0
ha_based,PF00248,0.8815947712418304,0.7908496732026143,0.954248366013072,2.354393640844412e-40,1.7472787732101614e-62
ha_based,PF00996,0.985,0.8333333333333334,1.0,0.004865800865800867,0.0021645021645021645
ha_based,PF11759,0.9946969696969696,0.9696969696969697,1.0,6.59358014325833e-31,5.299562174876052e-39
ha_based,PF01926,0.3330583333333333,0.24166666666666667,0.44166666666666665,0.0004032424834956208,5.239244796071856e-06
ha_based,PF06814,0.9538333333333334,0.6666666666666666,1.0,0.019103896103896106,0.0021645021645021645
ha_based,PF14429,0.9748444444444445,0.8888888888888888,1.0,8.207443614707732e-16,1.7336460615879513e-24
ha_based,PF00605,0.9477142857142856,0.8214285714285714,1.0,1.4233605548272044e-08,1.464302922501074e-14
ha_based,PF18797,1.0,1.0,1.0,1.0,1.0
ha_based,PF00438,1.0,1.0,1.0,1.0,1.0
ha_based,PF05186,0.9666666666666668,0.8333333333333334,1.0,0.009002164502164504,0.0021645021645021645
ha_based,PF02368,1.0,1.0,1.0,1.0,1.0
