family,silhouette,experiment
PF02185,0.364128560319053,ha_based
PF13306,0.3637084580360592,ha_based
PF01099,0.3632767261449268,ha_based
PF13913,0.3631352094677026,ha_based
PF09079,0.3623468820938301,ha_based
PF13696,0.3621856779497254,ha_based
PF03782,0.3607040178200275,ha_based
PF13365,0.3598171536499048,ha_based
PF00003,0.3595201613717749,ha_based
PF21099,0.3585918524030832,ha_based
PF21267,0.3581844032849294,ha_based
PF00180,0.35760262178912827,ha_based
PF16500,0.3575223722378956,ha_based
PF00535,0.3574092704890319,ha_based
PF01151,0.3572771408288336,ha_based
PF03455,0.3570744054412714,ha_based
PF10607,0.3562748464628225,ha_based
PF02221,0.355391103922601,ha_based
PF02020,0.35521439876550653,ha_based
PF11527,0.3549485998613513,ha_based
PF13695,0.35463258477628523,ha_based
PF10291,0.3543828151306913,ha_based
PF16000,0.354267442905132,ha_based
PF00183,0.3538280897351046,ha_based
PF00786,0.352245967252383,ha_based
PF12714,0.35173975760617904,ha_based
PF00084,0.3514797410713699,ha_based
PF05308,0.3511161302586402,ha_based
PF03520,0.3504086277837717,ha_based
PF04089,0.35009409922131396,ha_based
PF04998,0.34993247013192397,ha_based
PF07766,0.3496399370097959,ha_based
PF18872,0.3491349909762504,ha_based
PF01992,0.34874818915299943,ha_based
PF15049,0.34752615125083464,ha_based
PF20989,0.34747777168375793,ha_based
PF01728,0.3454732739169949,ha_based
PF03807,0.34467133107715664,ha_based
PF00534,0.3434243818483842,ha_based
PF00100,0.3432246661379147,ha_based
PF03143,0.3431515250362943,ha_based
PF01412,0.3424983218803459,ha_based
PF02466,0.342393184558881,ha_based
PF09402,0.3422508105121155,ha_based
PF13854,0.3413697905681698,ha_based
PF15249,0.34038198497916416,ha_based
PF05327,0.3390223184797032,ha_based
PF08969,0.3380765726970379,ha_based
PF00928,0.33699178700730814,ha_based
PF11969,0.3368548469774274,ha_based
PF00587,0.3368266365731018,ha_based
PF16608,0.3367278339132823,ha_based
PF16421,0.33657743789171457,ha_based
PF02827,0.3360199710526399,ha_based
PF00254,0.3355933534158094,ha_based
PF05207,0.3346313966959992,ha_based
PF13847,0.3331484533973143,ha_based
PF05527,0.33242477490128497,ha_based
PF15832,0.3319865151084145,ha_based
PF07974,0.3312543312196764,ha_based
PF07496,0.33038518317581633,ha_based
PF14822,0.3292868966571032,ha_based
PF00170,0.3289281130158388,ha_based
PF12348,0.3288769394487291,ha_based
PF01230,0.32879522236901126,ha_based
PF16545,0.3283367065212408,ha_based
PF05287,0.3281995881229567,ha_based
PF10475,0.32795798536008014,ha_based
PF06337,0.3277799327631133,ha_based
PF19032,0.3270639986261661,ha_based
PF02038,0.3269559633703124,ha_based
PF00439,0.32652766282925394,ha_based
PF21115,0.32601342323393123,ha_based
PF15788,0.3244125627549055,ha_based
PF13589,0.3238453731886586,ha_based
PF08409,0.32379922554262763,ha_based
PF01291,0.3232277199420527,ha_based
PF15045,0.32312499478699896,ha_based
PF00755,0.3219165980594494,ha_based
PF08512,0.32086764595398143,ha_based
PF02142,0.320814734786801,ha_based
PF01956,0.320029296649079,ha_based
PF04752,0.3196577076163744,ha_based
PF01161,0.31835197329503306,ha_based
PF14799,0.31833027556535054,ha_based
PF10250,0.317100315820412,ha_based
PF10192,0.3163636736092166,ha_based
PF00462,0.31590171637845144,ha_based
PF00726,0.3140619399840876,ha_based
PF01467,0.3132111010676078,ha_based
PF04916,0.3130250201081025,ha_based
PF00568,0.3127942293896237,ha_based
PF00178,0.3123164672989934,ha_based
PF18452,0.3119773960619983,ha_based
PF13012,0.3118147561278562,ha_based
PF02017,0.3106262355062453,ha_based
PF00179,0.30958333618617784,ha_based
PF01565,0.308792169985201,ha_based
PF00566,0.30878591123557264,ha_based
PF13418,0.30676064236999967,ha_based
PF00611,0.30592414393086553,ha_based
PF01086,0.30576142805233386,ha_based
PF16497,0.3054103281915943,ha_based
PF00849,0.3039081452958356,ha_based
PF00366,0.3029441475488991,ha_based
PF09240,0.3025568279494605,ha_based
PF00514,0.30238671603702716,ha_based
PF07051,0.3015682025854896,ha_based
PF15327,0.3005601243872395,ha_based
PF05225,0.3002510492383622,ha_based
PF16597,0.2993498425990952,ha_based
PF13908,0.2992711863296223,ha_based
PF03446,0.2986136655315889,ha_based
PF01121,0.2983940020354341,ha_based
PF03166,0.29771609751919004,ha_based
PF00620,0.2975551456819449,ha_based
PF01111,0.2974144412550725,ha_based
PF08609,0.2970663892908077,ha_based
PF00211,0.2957534841115349,ha_based
PF15258,0.2956287224145953,ha_based
PF15180,0.2955511131452133,ha_based
PF08806,0.2949454657026278,ha_based
PF01448,0.2939489517012249,ha_based
PF00040,0.292766715133292,ha_based
PF00472,0.2926393233136504,ha_based
PF00758,0.291723105339254,ha_based
PF12179,0.29168022685994544,ha_based
PF13915,0.2911345471842328,ha_based
PF13417,0.2898784092073293,ha_based
PF02984,0.289705948136662,ha_based
PF09816,0.289439450325479,ha_based
PF16124,0.2893721841839707,ha_based
PF13233,0.28919772991360837,ha_based
PF18700,0.28823462088662066,ha_based
PF07162,0.2878314915054554,ha_based
PF04178,0.2872051650722697,ha_based
PF06464,0.2856982867599921,ha_based
PF07458,0.2850303985594017,ha_based
PF06624,0.2849969507122338,ha_based
PF17751,0.2841841238466276,ha_based
PF06546,0.28365971451803274,ha_based
PF00884,0.283523130577509,ha_based
PF01436,0.2833562808775576,ha_based
PF14922,0.2831577614007133,ha_based
PF03247,0.28292587966597027,ha_based
PF05349,0.2829255943977797,ha_based
PF00123,0.2828998902883799,ha_based
PF04430,0.2824575670406308,ha_based
PF01530,0.282251114020158,ha_based
PF01342,0.28180846526656866,ha_based
PF08513,0.2815712089839486,ha_based
PF15613,0.28148412187793137,ha_based
PF10277,0.2814442361538534,ha_based
PF00784,0.2805974063591815,ha_based
PF14982,0.2804512171058557,ha_based
PF01413,0.2804231759169563,ha_based
PF08766,0.2802750308252277,ha_based
PF00957,0.279649789771029,ha_based
PF16158,0.2796406369351381,ha_based
PF02005,0.2790463176901715,ha_based
PF12738,0.27888780070920083,ha_based
PF04419,0.27879555130266453,ha_based
PF07707,0.2784822870166128,ha_based
PF04000,0.278432843298269,ha_based
PF07528,0.2779920680027206,ha_based
PF03467,0.2771086527225838,ha_based
PF15378,0.27691042563576984,ha_based
PF07716,0.2761493050404805,ha_based
PF00494,0.2758882034038574,ha_based
PF00856,0.275595363681881,ha_based
PF14719,0.2744724006841156,ha_based
PF06297,0.272866125181967,ha_based
PF02257,0.2724800212841473,ha_based
PF02809,0.27246499060870466,ha_based
PF16878,0.2720633771044299,ha_based
PF15246,0.2716053149465183,ha_based
PF00241,0.2714092607765094,ha_based
PF15722,0.2706410728647519,ha_based
PF00253,0.2704531560410248,ha_based
PF00956,0.2696274966946492,ha_based
PF00653,0.2695846135351265,ha_based
PF06758,0.2682275878484604,ha_based
PF05044,0.2680983420701577,ha_based
PF08583,0.2680141788909126,ha_based
PF16564,0.26757258803903317,ha_based
PF17674,0.2671394583595976,ha_based
PF00791,0.2669081935439645,ha_based
PF13671,0.2665576064777512,ha_based
PF10523,0.26624896073709836,ha_based
PF00105,0.26487520748933824,ha_based
PF06979,0.2645459567595807,ha_based
PF00932,0.2642598611445135,ha_based
PF02148,0.2638951059269976,ha_based
PF00160,0.26377608376931727,ha_based
PF16652,0.263587505875797,ha_based
PF04055,0.2627754934942792,ha_based
PF00995,0.2619017368857981,ha_based
PF15440,0.26108690842177873,ha_based
PF14608,0.26096955593568294,ha_based
PF05835,0.2606626522563059,ha_based
PF14914,0.260465742432062,ha_based
PF15985,0.2598336200930031,ha_based
PF16043,0.2595672280069617,ha_based
PF00094,0.25914108372234856,ha_based
PF01821,0.2589817567561548,ha_based
PF08514,0.2587277627922091,ha_based
PF00226,0.2573825710352592,ha_based
PF00411,0.2560621600769508,ha_based
PF03999,0.255329537775358,ha_based
PF07885,0.2546292344432215,ha_based
PF07690,0.2540418352818258,ha_based
PF16675,0.2540241943960231,ha_based
PF07303,0.2536010432246909,ha_based
PF01442,0.25355762875713017,ha_based
PF13516,0.25346314046998353,ha_based
PF06325,0.2528855626701024,ha_based
PF15232,0.2522891036195596,ha_based
PF06818,0.2517845869393548,ha_based
PF11628,0.2514660874588564,ha_based
PF05018,0.25144644005438677,ha_based
PF03009,0.2507328471869902,ha_based
PF09011,0.2505973583274746,ha_based
PF01388,0.24960475178431152,ha_based
PF15309,0.24929036877360822,ha_based
PF03465,0.2472420070950807,ha_based
PF01963,0.2457546885012959,ha_based
PF13676,0.2450842370952706,ha_based
PF00250,0.2450136101493796,ha_based
PF10034,0.24478936209847613,ha_based
PF03987,0.2445323251577028,ha_based
PF04438,0.24399914309510112,ha_based
PF14360,0.2434390025111659,ha_based
PF01142,0.2429348174760408,ha_based
PF01253,0.24283714084529512,ha_based
PF15434,0.24243996754887281,ha_based
PF00057,0.24241499295506508,ha_based
PF00288,0.24239427251599382,ha_based
PF01189,0.24218962609585748,ha_based
PF00622,0.2414044351117277,ha_based
PF15229,0.24068493353284348,ha_based
PF00206,0.240434627112055,ha_based
PF00481,0.2400883669830841,ha_based
PF01166,0.2400513050643021,ha_based
PF05843,0.2397345416701125,ha_based
PF08700,0.2397135419706563,ha_based
PF06607,0.2397000391503698,ha_based
PF11717,0.23959722378195702,ha_based
PF06831,0.2392141873466237,ha_based
PF05253,0.23891663844617672,ha_based
PF08357,0.2386638686217924,ha_based
PF00994,0.23830972652980892,ha_based
PF00052,0.2381961187234083,ha_based
PF15670,0.2378779195937793,ha_based
PF02762,0.23543632190681912,ha_based
PF11928,0.23492376345844102,ha_based
PF05175,0.2345076584061398,ha_based
PF12232,0.23300658475483033,ha_based
PF10263,0.23299274239343287,ha_based
PF12330,0.2328498587686726,ha_based
PF00047,0.2323977184035611,ha_based
PF00594,0.23238148177140833,ha_based
PF04146,0.23197400404445678,ha_based
PF15308,0.2311404086163561,ha_based
PF14957,0.2310599491959392,ha_based
PF00617,0.23102615501031692,ha_based
PF02301,0.2308458913283073,ha_based
PF03357,0.2304696808006365,ha_based
PF08434,0.2303443303392838,ha_based
PF00271,0.2284586326508603,ha_based
PF01722,0.22838602452134682,ha_based
PF14670,0.2282416233690282,ha_based
PF07679,0.2280075345523655,ha_based
PF05679,0.2274508749043972,ha_based
PF00572,0.22583970747508753,ha_based
PF02889,0.22577354340443068,ha_based
PF05827,0.22527139725818152,ha_based
PF00787,0.22408948459798,ha_based
PF04991,0.2238788537964314,ha_based
PF15831,0.2235625466532032,ha_based
PF02437,0.22313758550866158,ha_based
PF02389,0.2226156588319957,ha_based
PF00412,0.22233272322375153,ha_based
PF14948,0.2220253655069216,ha_based
PF13639,0.2215891065980632,ha_based
PF00808,0.2215556561051344,ha_based
PF13679,0.2215176424124286,ha_based
PF06311,0.2192328318498401,ha_based
PF02338,0.2183179515150076,ha_based
PF17889,0.21826294281302522,ha_based
PF02121,0.21792771027098062,ha_based
PF01759,0.21784935753638401,ha_based
PF13912,0.2176708703340779,ha_based
PF01852,0.216854675173841,ha_based
PF01429,0.2163741762504196,ha_based
PF00446,0.21629465473486797,ha_based
PF00640,0.21613712113723182,ha_based
PF00334,0.2161347555525982,ha_based
PF15344,0.21572733500103308,ha_based
PF00087,0.21532304780617179,ha_based
PF04628,0.21529244829386152,ha_based
PF15273,0.21514561563122142,ha_based
PF00632,0.2143426869660623,ha_based
PF08312,0.213901646862305,ha_based
PF00485,0.2136651741175672,ha_based
PF12736,0.2136457448417844,ha_based
PF14560,0.21356439054065213,ha_based
PF05716,0.21243552369519902,ha_based
PF15068,0.21213661580717502,ha_based
PF03061,0.2120068160648091,ha_based
PF00102,0.21163823031474838,ha_based
PF13489,0.21133558850090128,ha_based
PF00636,0.21126784632343049,ha_based
PF12474,0.21013478333573749,ha_based
PF05041,0.20954520767140988,ha_based
PF01074,0.20941981867110132,ha_based
PF00657,0.20922328647009908,ha_based
PF00266,0.20890304210082622,ha_based
PF00903,0.2088287115767033,ha_based
PF02996,0.2087758147680966,ha_based
PF00999,0.20834631413234472,ha_based
PF07654,0.207933440686476,ha_based
PF10262,0.2079315100252339,ha_based
PF02883,0.2078822905511813,ha_based
PF12171,0.2078213387580763,ha_based
PF03719,0.207296275631289,ha_based
PF07648,0.20707479233679982,ha_based
PF17208,0.2065873828042643,ha_based
PF05241,0.20641672780886072,ha_based
PF06631,0.2063036565278532,ha_based
PF04729,0.2062328652389469,ha_based
PF09799,0.2052252119370539,ha_based
PF02256,0.20463171780810202,ha_based
PF00633,0.20456557935795,ha_based
PF14851,0.2041215749055199,ha_based
PF00156,0.20387836979231472,ha_based
PF02837,0.20357206262652622,ha_based
PF00644,0.2028706630990117,ha_based
PF18293,0.20273789700932748,ha_based
PF00473,0.20234371167635912,ha_based
PF00628,0.2022169621635484,ha_based
PF13771,0.20150369414010483,ha_based
PF01926,0.20123431235524752,ha_based
PF08565,0.20045054751371583,ha_based
PF05920,0.2002995328605784,ha_based
PF13923,0.20029428349213502,ha_based
PF02190,0.20011080381058072,ha_based
PF17832,0.1994891183112365,ha_based
PF20443,0.19857855056503682,ha_based
PF01299,0.19856046644688058,ha_based
PF13649,0.1978275443556018,ha_based
PF13638,0.1974329749659165,ha_based
PF00579,0.19735039141179628,ha_based
PF00561,0.1950303715947309,ha_based
PF03615,0.1943109600767448,ha_based
PF13238,0.1942967830906161,ha_based
PF05147,0.1942387958809298,ha_based
PF02493,0.1939868040591089,ha_based
PF19179,0.19370159378991358,ha_based
PF00090,0.1936954130817981,ha_based
PF00085,0.19337866814504612,ha_based
PF01753,0.1930764950097933,ha_based
PF04410,0.19302681098778018,ha_based
PF00212,0.1924484855827786,ha_based
PF00014,0.19235498264167972,ha_based
PF12755,0.1921392228357796,ha_based
PF02902,0.19193169856400172,ha_based
PF00149,0.1913962940043203,ha_based
PF00625,0.1912902308905851,ha_based
PF08416,0.19123518997611988,ha_based
PF05049,0.1910665344600324,ha_based
PF00431,0.190596197551073,ha_based
PF08686,0.19043642410942352,ha_based
PF01246,0.1902109528920683,ha_based
PF05824,0.19008542237814002,ha_based
PF15170,0.18955712351739828,ha_based
PF06312,0.188484787843209,ha_based
PF00061,0.1879222452658944,ha_based
PF00754,0.1874070385542692,ha_based
PF17681,0.18706833189040228,ha_based
PF04727,0.18658525601668657,ha_based
PF04487,0.1864750229757562,ha_based
PF21524,0.18615051240088037,ha_based
PF00433,0.1861130898129621,ha_based
PF00357,0.1849285062670819,ha_based
PF00095,0.1848247690230656,ha_based
PF04707,0.18441406738053412,ha_based
PF00387,0.1842503667954728,ha_based
PF07645,0.1834297643905649,ha_based
PF00019,0.18324568974213362,ha_based
PF16770,0.18319821140479448,ha_based
PF10186,0.18264068027274238,ha_based
PF02893,0.1826046927121167,ha_based
PF00458,0.1818512078248965,ha_based
PF13353,0.18135503264601283,ha_based
PF08156,0.18021137974298612,ha_based
PF03607,0.1799419545385918,ha_based
PF17913,0.1798492500743185,ha_based
PF00350,0.17942559185113222,ha_based
PF00176,0.1782699899455809,ha_based
PF01119,0.1775383931693732,ha_based
PF00214,0.1770916696238366,ha_based
PF00013,0.17684913199177332,ha_based
PF00164,0.17643022076866988,ha_based
PF13886,0.1762393252134371,ha_based
PF03020,0.1760828940967663,ha_based
PF03798,0.17591557719400602,ha_based
PF14749,0.1758658552345183,ha_based
PF15173,0.1756781591314599,ha_based
PF12796,0.1756217189776984,ha_based
PF08516,0.17561948897740592,ha_based
PF14988,0.1756180935064509,ha_based
PF13450,0.17520991690944598,ha_based
PF02014,0.17516491759425662,ha_based
PF00454,0.1750120775944204,ha_based
PF15872,0.1747340691590092,ha_based
PF04427,0.17466934768926468,ha_based
PF10524,0.1729556349686756,ha_based
PF06031,0.17293738808674303,ha_based
PF15047,0.17262502141991448,ha_based
PF01840,0.1723952503060474,ha_based
PF15342,0.17210455819780218,ha_based
PF02540,0.17207619156602538,ha_based
PF00696,0.1714093382397271,ha_based
PF16218,0.1708713952044118,ha_based
PF15279,0.17079584016034371,ha_based
PF01974,0.1706961719776589,ha_based
PF01410,0.16976305368685812,ha_based
PF09457,0.16696535753008712,ha_based
PF04818,0.1659926486572338,ha_based
PF00021,0.16589653644969649,ha_based
PF00028,0.1657897247548576,ha_based
PF03810,0.16546054593213338,ha_based
PF00173,0.16347051650224342,ha_based
PF07646,0.16307437233223337,ha_based
PF01363,0.16261173402493512,ha_based
PF15241,0.1620711247912019,ha_based
PF07192,0.16135642938718492,ha_based
PF00177,0.1613547577633525,ha_based
PF00383,0.16122429132491067,ha_based
PF06003,0.1591852636654318,ha_based
PF10409,0.15859420055497658,ha_based
PF00155,0.1585738713679365,ha_based
PF13653,0.158195370439063,ha_based
PF15058,0.1579467856094408,ha_based
PF03966,0.1565584171542027,ha_based
PF12701,0.1558552447939317,ha_based
PF06409,0.15584062509270818,ha_based
PF14580,0.1555826499004206,ha_based
PF00112,0.1549508240149181,ha_based
PF14705,0.15487739195688272,ha_based
PF08687,0.1546287892148368,ha_based
PF00581,0.1543974925144686,ha_based
PF15107,0.1540076755030978,ha_based
PF12347,0.15348516200768447,ha_based
PF07258,0.1529903289608418,ha_based
PF04921,0.1520677472408266,ha_based
PF00459,0.15168858203131302,ha_based
PF17919,0.15149954791315562,ha_based
PF00122,0.1512183110406638,ha_based
PF01093,0.1510792661179982,ha_based
PF16866,0.15103905874458562,ha_based
PF05154,0.15091134083499108,ha_based
PF06842,0.15055279740569028,ha_based
PF03371,0.14943972865558652,ha_based
PF07084,0.1485045541673909,ha_based
PF04538,0.1483169451443782,ha_based
PF02205,0.14770309359515832,ha_based
PF02854,0.1475686783723394,ha_based
PF00887,0.14756401004013692,ha_based
PF15304,0.14643208336204522,ha_based
PF15228,0.14419201774392287,ha_based
PF00789,0.1441251112831498,ha_based
PF12036,0.14394067423757279,ha_based
PF14909,0.14333075962583441,ha_based
PF05493,0.14288371733876187,ha_based
PF02771,0.1427506082133364,ha_based
PF00642,0.14269467118920892,ha_based
PF09335,0.14250373778188702,ha_based
PF14844,0.1423889164557574,ha_based
PF00010,0.1416392535463573,ha_based
PF02263,0.14147179231545243,ha_based
PF13831,0.14052157618396421,ha_based
PF00088,0.1403968558822885,ha_based
PF14792,0.13982114032378917,ha_based
PF00293,0.1397213449636528,ha_based
PF05712,0.1386293156252097,ha_based
PF12845,0.13806857504282,ha_based
PF09229,0.13758686794459962,ha_based
PF11819,0.1372087698473775,ha_based
PF01463,0.13554906962086732,ha_based
PF00098,0.1353192253067239,ha_based
PF00413,0.13374560794369972,ha_based
PF15010,0.1319946037298405,ha_based
PF13297,0.13173447885010892,ha_based
PF12606,0.129988471949186,ha_based
PF15386,0.12951804347614082,ha_based
PF13409,0.1289868599181886,ha_based
PF06220,0.1287643098141305,ha_based
PF13415,0.12868475460702128,ha_based
PF17048,0.1284305342320572,ha_based
PF08180,0.12795611865224799,ha_based
PF18031,0.1278200298309098,ha_based
PF15330,0.1273818561192187,ha_based
PF07534,0.12709323654866622,ha_based
PF09727,0.1270003166293885,ha_based
PF05283,0.1269961892535973,ha_based
PF01302,0.1267609021516492,ha_based
PF13540,0.12648462186591503,ha_based
PF00619,0.1261916927025833,ha_based
PF02201,0.12594832084748558,ha_based
PF01426,0.1257344468585238,ha_based
PF13920,0.1247836551079538,ha_based
PF00687,0.1240440039385598,ha_based
PF11232,0.12366856191349751,ha_based
PF02171,0.12320747954136652,ha_based
PF13921,0.123065218304242,ha_based
PF01344,0.1229271021971719,ha_based
PF14977,0.12220501486489838,ha_based
PF01546,0.1221810340175335,ha_based
PF11414,0.12203467832503528,ha_based
PF00452,0.1216245064841629,ha_based
PF01266,0.12158914190704379,ha_based
PF04434,0.12105414321499619,ha_based
PF08934,0.12019927337886233,ha_based
PF20870,0.12014483510863228,ha_based
PF04969,0.12005102098185338,ha_based
PF01033,0.11880167846930512,ha_based
PF01279,0.11872319256132319,ha_based
PF19272,0.11802313562006322,ha_based
PF01428,0.1176283770705035,ha_based
PF10522,0.117367987822878,ha_based
PF08718,0.11622696534055438,ha_based
PF00051,0.11594413825657379,ha_based
PF20408,0.11554600369966711,ha_based
PF00643,0.11508217601822268,ha_based
PF00134,0.11457128024560481,ha_based
PF14642,0.11420417127604632,ha_based
PF06789,0.11394369378901159,ha_based
PF00855,0.11256282366553783,ha_based
PF07744,0.11245454608959632,ha_based
PF00610,0.11221014366674781,ha_based
PF19329,0.11201138193738491,ha_based
PF01370,0.11138907279586402,ha_based
PF00533,0.1112871551923037,ha_based
PF01480,0.11127506001434062,ha_based
PF02828,0.11127247892565523,ha_based
PF00297,0.11112521666659891,ha_based
PF15238,0.11108148465362222,ha_based
PF13374,0.11085349766728042,ha_based
PF03947,0.11028723255739531,ha_based
PF13553,0.11016649636960602,ha_based
PF08703,0.1101546227474397,ha_based
PF13855,0.10983122435822013,ha_based
PF03114,0.1083065440554109,ha_based
PF13857,0.10783273059728032,ha_based
PF00753,0.1077155671826911,ha_based
PF00041,0.10744511296694398,ha_based
PF00838,0.10726523278235639,ha_based
PF00719,0.1043547947214763,ha_based
PF00418,0.1042583830645355,ha_based
PF00560,0.10422789757711959,ha_based
PF10506,0.10279373781477608,ha_based
PF02096,0.10273120890345189,ha_based
PF02037,0.10247906691114572,ha_based
PF14604,0.10229236538057779,ha_based
PF00233,0.101332868337983,ha_based
PF05916,0.10126393976769449,ha_based
PF00828,0.10125005384703889,ha_based
PF15696,0.0997575477555841,ha_based
PF12336,0.09975514224978649,ha_based
PF00069,0.09940910752600701,ha_based
PF02267,0.0986589567658051,ha_based
PF15277,0.0975449577417759,ha_based
PF05781,0.09709243820006253,ha_based
PF01223,0.09670761788706511,ha_based
PF00078,0.09634708058788388,ha_based
PF15477,0.09622943337537021,ha_based
PF04389,0.0960257644654921,ha_based
PF09336,0.09583325534430842,ha_based
PF14648,0.09562617061948342,ha_based
PF17906,0.09551450483076279,ha_based
PF02985,0.09550503630419782,ha_based
PF05395,0.09533870592755311,ha_based
PF00549,0.0949061761562115,ha_based
PF00567,0.0945899960815102,ha_based
PF12937,0.09339866891813692,ha_based
PF15248,0.0928221625928688,ha_based
PF02833,0.0927137279491192,ha_based
PF15441,0.09242085645155579,ha_based
PF10075,0.09119934374790778,ha_based
PF00505,0.09006105898493372,ha_based
PF11365,0.08950693618258992,ha_based
PF02136,0.0882221085023901,ha_based
PF06907,0.0869988842250306,ha_based
PF04803,0.08590916783918501,ha_based
PF08585,0.08484601079806908,ha_based
PF13476,0.08403914189075179,ha_based
PF00638,0.08344665819963631,ha_based
PF08711,0.08312913609871359,ha_based
PF12947,0.0829717855273065,ha_based
PF00023,0.08290531495483011,ha_based
PF01476,0.08201628180566523,ha_based
PF02535,0.081314544845978,ha_based
PF01462,0.08112219274638499,ha_based
PF01400,0.08022397266155301,ha_based
PF21227,0.07959285034014901,ha_based
PF00096,0.0792509185857102,ha_based
PF07842,0.07903014736001618,ha_based
PF09409,0.07893038668868713,ha_based
PF01812,0.07852572391461021,ha_based
PF15363,0.0785203284175312,ha_based
PF09794,0.07810239532618751,ha_based
PF02845,0.07808734656787969,ha_based
PF14723,0.07687352696112809,ha_based
PF04756,0.07678520901354102,ha_based
PF14949,0.0765235156241238,ha_based
PF13863,0.07629838660897542,ha_based
PF13499,0.07622443557067332,ha_based
PF02758,0.0759620098087031,ha_based
PF00880,0.0757738171801508,ha_based
PF21026,0.07569525405203442,ha_based
PF09297,0.07508871181600402,ha_based
PF01597,0.07497003630596871,ha_based
PF15193,0.0746531322803965,ha_based
PF17820,0.07459838143225389,ha_based
PF13897,0.07366876602854072,ha_based
PF13202,0.07354520749522869,ha_based
PF03154,0.07330881854189553,ha_based
PF00397,0.0732699279996043,ha_based
PF10195,0.07311811961916859,ha_based
PF02759,0.07229645390132239,ha_based
PF00240,0.07193180226834989,ha_based
PF01661,0.0716536330162903,ha_based
PF03909,0.07120201672337911,ha_based
PF02269,0.07107852705256162,ha_based
PF18606,0.06891199106815382,ha_based
PF01823,0.06879522193007048,ha_based
PF07714,0.06804335090762159,ha_based
PF03366,0.06754375078597652,ha_based
PF00355,0.06718898667496859,ha_based
PF12661,0.06649180196434512,ha_based
PF01180,0.0664823223342938,ha_based
PF01255,0.0662203396597742,ha_based
PF02019,0.06587935171770859,ha_based
PF15252,0.06585187276838561,ha_based
PF00627,0.06553268093918851,ha_based
PF10469,0.06504138540170962,ha_based
PF15711,0.06465130987029227,ha_based
PF01576,0.06447239229217783,ha_based
PF01063,0.06413123739551407,ha_based
PF08159,0.06294245720901442,ha_based
PF13716,0.06278491330031649,ha_based
PF18410,0.06175921693536113,ha_based
PF14520,0.06072235367149742,ha_based
PF12836,0.060491317792103816,ha_based
PF21040,0.059905847785936606,ha_based
PF01390,0.059874174846530404,ha_based
PF07525,0.05973496904863951,ha_based
PF15303,0.059445038802602324,ha_based
PF01335,0.058474860600148615,ha_based
PF06467,0.05820550811688252,ha_based
PF13926,0.057693668665434905,ha_based
PF07742,0.05675040115614921,ha_based
PF15275,0.05641230555211002,ha_based
PF01612,0.0558248674156927,ha_based
PF16517,0.05566128933120179,ha_based
PF00249,0.05543279330157319,ha_based
PF01873,0.05518147523741451,ha_based
PF12456,0.05509883699051937,ha_based
PF20929,0.05412758283978458,ha_based
PF13445,0.05392616327264682,ha_based
PF00276,0.05370606673011402,ha_based
PF01588,0.05270023017028652,ha_based
PF00377,0.05174889277823552,ha_based
PF00008,0.05134776471279762,ha_based
PF15439,0.05134737748658269,ha_based
PF00027,0.0507988162042155,ha_based
PF03144,0.050722125172936616,ha_based
PF00498,0.0488622361277804,ha_based
PF21403,0.048720720296921094,ha_based
PF02191,0.04871978346235051,ha_based
PF07910,0.04845189515084353,ha_based
PF02732,0.04733314249503201,ha_based
PF15051,0.04699409736207538,ha_based
PF00888,0.046181311910436895,ha_based
PF00076,0.04600648000943908,ha_based
PF15423,0.04572538249578689,ha_based
PF12180,0.0455692138380569,ha_based
PF04440,0.04541972112869308,ha_based
PF10431,0.04400707795360792,ha_based
PF00292,0.043844682205490815,ha_based
PF08241,0.043760745938868306,ha_based
PF12799,0.043191036295449625,ha_based
PF00093,0.04310723092843932,ha_based
PF02892,0.0429036395896053,ha_based
PF02460,0.03924133957963799,ha_based
PF10211,0.03922267087822062,ha_based
PF00038,0.037119111184314824,ha_based
PF12448,0.03689799791326581,ha_based
PF00575,0.036857814903807073,ha_based
PF10226,0.0368070040796597,ha_based
PF00018,0.035978240520791294,ha_based
PF06951,0.03475483496511811,ha_based
PF15737,0.03411956127192389,ha_based
PF00307,0.033015723922975804,ha_based
PF01202,0.03267996321059269,ha_based
PF00059,0.03190424043230222,ha_based
PF14634,0.0305904075292594,ha_based
PF10197,0.029729452197541084,ha_based
PF17655,0.027533530338066825,ha_based
PF04698,0.027441896189950687,ha_based
PF00646,0.026355123354197207,ha_based
PF00017,0.02553495921277532,ha_based
PF07653,0.02551032751916521,ha_based
PF02179,0.02460752655484799,ha_based
PF03285,0.024506350065399196,ha_based
PF00531,0.024093278993187417,ha_based
PF02008,0.02324620594249649,ha_based
PF01422,0.022676839037477914,ha_based
PF16543,0.0223912145432264,ha_based
PF04099,0.02235996735148721,ha_based
PF00097,0.02207926026900281,ha_based
PF01900,0.021569738579245323,ha_based
PF13519,0.021396584278128405,ha_based
PF01391,0.021079612972736084,ha_based
PF00467,0.020501612708539785,ha_based
PF06479,0.02029237358976199,ha_based
PF08614,0.019243685528809507,ha_based
PF01981,0.018471674842213515,ha_based
PF07809,0.017927392472512627,ha_based
PF21720,0.017163491197699,ha_based
PF07915,0.016570064538962592,ha_based
PF02138,0.016493574011674894,ha_based
PF15511,0.01634390454379292,ha_based
PF04676,0.014607409032458218,ha_based
PF06384,0.014438481475012421,ha_based
PF07693,0.013717206162364382,ha_based
PF10629,0.013431635902635186,ha_based
